Age,Gender,self_employed,family_history,treatment,work_interfere,Company_work,wellness_program,seek_help,anonymity,mental_health_consequence,friends,Elders,obs_consequence
24,Cis Man,Yes,No,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,Yes
25,Male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,No
23,Male,No,No,Yes,Rarely,Yes,No,No,Don't know,No,Yes,Yes,No
24,"ostensibly male, unsure what that really means",No,No,Yes,Sometimes,No,No,Don't know,Don't know,Yes,No,No,No
23,Male,No,No,Yes,Often,Yes,Yes,Don't know,Don't know,Maybe,Yes,Some of them,No
60,Male,No,No,Yes,Often,Yes,Yes,Don't know,Don't know,Maybe,Some of them,No,No
28,male,No,No,No,Sometimes,Yes,No,No,Yes,Yes,No,No,Yes
28,Male,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,Some of them,Yes,Yes
30,male,No,No,No,Sometimes,Yes,No,No,Don't know,Maybe,Yes,Yes,No
31,male,No,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Some of them,No,No
31,Male,Yes,No,Yes,Often,Yes,No,No,Don't know,Maybe,Some of them,No,No
28,Male,No,No,Yes,Rarely,Yes,No,Don't know,Don't know,Maybe,No,No,No
43,f,No,Yes,Yes,Rarely,Yes,No,Yes,Don't know,No,Some of them,Yes,No
32,female,No,No,No,NA,No,No,Don't know,Don't know,Maybe,Some of them,Yes,No
22,Male,No,Yes,Yes,Often,No,Yes,Yes,Yes,Maybe,No,Yes,Yes
32,Male,No,No,No,Never,Yes,Don't know,Yes,Don't know,No,No,Some of them,No
36,male,No,No,Yes,Often,Yes,No,No,No,Yes,Some of them,No,Yes
41,Female,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,No,No
30,M,No,Yes,Yes,Sometimes,Yes,Don't know,No,Yes,No,Yes,Yes,No
30,Male,Yes,Yes,Yes,Often,Yes,Yes,Yes,Don't know,No,Some of them,Yes,No
36,Male,No,Yes,Yes,Often,No,No,No,Don't know,No,Some of them,Yes,No
29,male,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Some of them,No,No
36,Male,No,Yes,No,Rarely,No,Yes,Yes,Don't know,Maybe,Some of them,Some of them,No
26,male,No,No,Yes,NA,Yes,No,No,Don't know,No,Some of them,Some of them,No
32,Male,No,Yes,Yes,Often,Yes,No,No,Yes,No,Some of them,Yes,No
34,male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,No,No,No
46,f,No,No,No,NA,Yes,No,No,Don't know,Yes,No,No,No
25,Male,No,Yes,Yes,Sometimes,No,No,No,Yes,Maybe,Some of them,No,No
